Vendedor,Doc,Fecha,Nombres,CódigoInventario,Unidades,Unitario Venta,Ventas,Costo Unitario,Total Costo,Margen,PorMargen
,FV R 11734,15/05/2020,Cliente General,10045342 MALLA FILTRO ACEITE,1.00,"5,042.02","5,042.02","3,621.29","3,621.29","1,420.73",0.28
,FV R 11734,15/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"15,500.00","31,000.00","14,245.34","28,490.68","2,509.32",0.08
,FV R 11734,15/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,6.00,"18,000.00","108,000.00","14,245.34","85,472.05","22,527.95",0.21
,FV R 11734,15/05/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,2.00,"8,403.36","16,806.72","7,325.00","14,650.00","2,156.72",0.13
,FV R 11717,18/05/2020,Cliente General,10015367 KIT DISCOS CLUTCH,1.00,"46,218.49","46,218.49","34,017.50","34,017.50","12,200.99",0.26
,FV R 11735,18/05/2020,Cliente General,10042107 PASTAS FRENO TRAS,1.00,"18,487.39","18,487.39","13,831.25","13,831.25","4,656.15",0.25
,FV R 11717,18/05/2020,Cliente General,10044397 EMPAQUE CARCASA CLUTCH,1.00,"5,882.35","5,882.35","3,266.01","3,266.01","2,616.34",0.44
,FV R 11716,18/05/2020,MARIA JOSE BRAVO VILLADIEGO,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11735,18/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"18,000.00","36,000.00","14,245.34","28,490.68","7,509.32",0.21
,FV R 11735,18/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,4.00,"15,500.00","62,000.00","14,245.34","56,981.37","5,018.63",0.08
,FV R 11716,18/05/2020,MARIA JOSE BRAVO VILLADIEGO,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"15,126.05","15,126.05","7,325.00","7,325.00","7,801.05",0.52
,FV R 11735,18/05/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"8,403.36","8,403.36","7,325.00","7,325.00","1,078.36",0.13
,FV R 11737,19/05/2020,Cliente General,10013001 SWITCH STOP,1.00,"11,176.47","11,176.47","8,345.57","8,345.57","2,830.90",0.25
,FV R 11719,19/05/2020,Cliente General,10015137 KIT DISCOS CLUTCH,2.00,"24,369.75","48,739.50","16,551.57","33,103.13","15,636.36",0.32
,FV R 11737,19/05/2020,Cliente General,10015388 BAJ KIT CUNAS DIRECCION,1.00,"24,747.90","24,747.90","25,718.00","25,718.00",-970.10,-0.04
,FV R 11719,19/05/2020,Cliente General,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"7,563.03","7,563.03","5,550.81","5,550.81","2,012.21",0.27
,FV R 11736,19/05/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"11,344.54","11,344.54","7,430.72","7,430.72","3,913.82",0.34
,FV R 11736,19/05/2020,Cliente General,10041648 KIT EMPAQUETADURA CALIPER,1.00,"30,252.10","30,252.10","21,650.00","21,650.00","8,602.10",0.28
,FV R 11736,19/05/2020,Cliente General,10045019 CADENILLA DIST 24X94L,1.00,"28,151.26","28,151.26","23,050.00","23,050.00","5,101.26",0.18
,FV R 11718,19/05/2020,DUBASCO HINCAPIE JUDITH MADELEINE,10045319 DISCO SEPARADOR CLUTCH,4.00,"6,722.69","26,890.76","5,056.60","20,226.39","6,664.37",0.25
,FV R 11736,19/05/2020,Cliente General,107306 MOTUL 3000,2.00,"16,806.72","33,613.45",0.00,0.00,"33,613.45",1.00
,FV R 11736,19/05/2020,Cliente General,11021442 CADENA TRACTO 428H X 132L,1.00,"12,184.87","12,184.87","9,224.00","9,224.00","2,960.87",0.24
,FV R 11718,19/05/2020,DUBASCO HINCAPIE JUDITH MADELEINE,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11719,19/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11736,19/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11736,19/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"15,500.00","31,000.00","14,245.34","28,490.68","2,509.32",0.08
,FV R 11737,19/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11737,19/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"16,000.00","32,000.00","14,245.34","28,490.68","3,509.32",0.11
,FV R 11718,19/05/2020,DUBASCO HINCAPIE JUDITH MADELEINE,T005001 CAMBIO Y/O REPARACIÓN DISCOS DE CLUTCH,1.00,"16,806.00","16,806.00",0.00,0.00,"16,806.00",1.00
,FV R 11720,20/05/2020,GIRALDO GUSTAVO,10008612 TAPON CULATA,1.00,"3,025.21","3,025.21",0.00,0.00,"3,025.21",1.00
,FV R 11720,20/05/2020,GIRALDO GUSTAVO,10016210 O_RING,1.00,"3,361.34","3,361.34","2,856.00","2,856.00",505.34,0.15
,FV R 11720,20/05/2020,GIRALDO GUSTAVO,10016321 TORNILLO M6X25,1.00,840.34,840.34,0.00,0.00,840.34,1.00
,FV R 11721,20/05/2020,CARLOS ALEJANDRO ARIZA MUÑOZ,10040934 BUJIA,2.00,"10,084.03","20,168.07","7,271.33","14,542.67","5,625.40",0.28
,FV R 11720,20/05/2020,GIRALDO GUSTAVO,10044987 CAPUCHON BUJIA IZQ,1.00,"8,823.53","8,823.53","6,120.33","6,120.33","2,703.20",0.31
,FV R 11720,20/05/2020,GIRALDO GUSTAVO,20000221 LIQ FRENOS DOT 4 120CC X12,1.00,"4,201.68","4,201.68","2,956.97","2,956.97","1,244.71",0.30
,FV R 11720,20/05/2020,GIRALDO GUSTAVO,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11721,20/05/2020,CARLOS ALEJANDRO ARIZA MUÑOZ,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11721,20/05/2020,CARLOS ALEJANDRO ARIZA MUÑOZ,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"8,403.36","8,403.36","7,325.00","7,325.00","1,078.36",0.13
,FV R 11721,20/05/2020,CARLOS ALEJANDRO ARIZA MUÑOZ,36-DH40-13 KIT ARRASTRE/PULSAR150,1.00,"123,529.41","123,529.41","104,482.00","104,482.00","19,047.41",0.15
,FV R 11721,20/05/2020,CARLOS ALEJANDRO ARIZA MUÑOZ,T012007 CAMBIO DE KIT DE ARRASTRE,1.00,"84,033.00","84,033.00",0.00,0.00,"84,033.00",1.00
,FV R 11720,20/05/2020,GIRALDO GUSTAVO,T020019 REVISION DEL SISTEMA ELECTRICO,1.00,"151,260.00","151,260.00",0.00,0.00,"151,260.00",1.00
,FV R 11739,26/05/2020,Cliente General,10013039 REGULADOR,1.00,"92,436.97","92,436.97","104,736.00","104,736.00","-12,299.03",-0.13
,FV R 11739,26/05/2020,Cliente General,10040541 CAPUCHON BUJIA,1.00,"7,142.86","7,142.86","5,819.46","5,819.46","1,323.40",0.19
,FV R 11739,26/05/2020,Cliente General,10044393 TAPON CARCASA,1.00,"6,722.69","6,722.69","4,616.57","4,616.57","2,106.12",0.31
,FV R 11739,26/05/2020,Cliente General,10045596 CABLE ACELERADOR,1.00,"22,436.97","22,436.97","17,097.24","17,097.24","5,339.74",0.24
,FV R 11739,26/05/2020,Cliente General,10047347 VISOR CARENAJE,1.00,"17,647.06","17,647.06","14,524.00","14,524.00","3,123.06",0.18
,FV R 11739,26/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,4.00,"18,000.00","72,000.00","14,245.34","56,981.37","15,018.63",0.21
,FV R 11740,27/05/2020,Cliente General,10016089 CANASTILLA EJE CLUTCH,2.00,"2,941.18","5,882.35","3,844.92","7,689.84","-1,807.49",-0.31
,FV R 11740,27/05/2020,Cliente General,10042275 RETEN TELESC,1.00,"15,126.05","15,126.05","5,300.83","5,300.83","9,825.22",0.65
,FV R 11740,27/05/2020,Cliente General,10043204 CARENAJE FAR SIN PINTAR,1.00,"32,773.11","32,773.11","23,214.00","23,214.00","9,559.11",0.29
,FV R 11740,27/05/2020,Cliente General,10043205 BAJ VISERA,1.00,"20,168.07","20,168.07","14,130.23","14,130.23","6,037.84",0.30
,FV R 11740,27/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"15,500.00","15,500.00","14,245.34","14,245.34","1,254.66",0.08
,FV R 11741,28/05/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"24,369.75","24,369.75","16,551.57","16,551.57","7,818.18",0.32
,FV R 11741,28/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"15,500.00","15,500.00","14,245.34","14,245.34","1,254.66",0.08
,FV R 11742,29/05/2020,Cliente General,10040566 FILTRO ACEITE,1.00,"4,201.68","4,201.68","3,259.25","3,259.25",942.43,0.22
,FV R 11742,29/05/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"15,500.00","15,500.00","14,245.34","14,245.34","1,254.66",0.08
,FV R 11742,29/05/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,2.00,"15,126.05","30,252.10","7,325.00","14,650.00","15,602.10",0.52
,FV R 11743,01/06/2020,Cliente General,10015162 KIT EMPAQUES,1.00,"27,731.09","27,731.09","22,582.40","22,582.40","5,148.69",0.19
,FV R 11743,01/06/2020,Cliente General,10041327 AGUJA PASO GASOL,1.00,"29,411.76","29,411.76","20,663.33","20,663.33","8,748.43",0.30
,FV R 11743,01/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"15,500.00","31,000.00","14,245.34","28,490.68","2,509.32",0.08
,FV R 11743,01/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,4.00,"18,000.00","72,000.00","14,245.34","56,981.37","15,018.63",0.21
,FV R 11743,01/06/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"8,403.36","8,403.36","7,325.00","7,325.00","1,078.36",0.13
,FV R 11744,02/06/2020,Cliente General,10012780 CADENILLA DISTRIBUCION,1.00,"14,369.75","14,369.75","12,219.72","12,219.72","2,150.03",0.15
,FV R 11745,02/06/2020,Cliente General,10015642 CILINDRO COMPLETO CON PISTON,1.00,"155,273.11","155,273.11","117,488.75","117,488.75","37,784.36",0.24
,FV R 11744,02/06/2020,Cliente General,10016111 RETEN PLATO BOBINAS_17_31_7,1.00,"3,592.44","3,592.44","2,780.55","2,780.55",811.89,0.23
,FV R 11745,02/06/2020,Cliente General,10016736 RETEN VALVULA,2.00,"2,941.18","5,882.35","1,687.45","3,374.91","2,507.44",0.43
,FV R 11725,02/06/2020,Cliente General,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"7,563.03","7,563.03","5,550.81","5,550.81","2,012.21",0.27
,FV R 11745,02/06/2020,Cliente General,10044612 EMPAQUE CULATA,1.00,"8,403.36","8,403.36","5,845.00","5,845.00","2,558.36",0.30
,FV R 11745,02/06/2020,Cliente General,10044941 EMPAQUE CILINDRO,1.00,"2,100.84","2,100.84","1,317.73","1,317.73",783.11,0.37
,FV R 11744,02/06/2020,Cliente General,10045596 CABLE ACELERADOR,1.00,"23,445.38","23,445.38","17,097.24","17,097.24","6,348.14",0.27
,FV R 11745,02/06/2020,Cliente General,10047620 BAJ GUARDAFANGO DELANTERO SIN PINTAR,1.00,"43,907.56","43,907.56","38,141.00","38,141.00","5,766.56",0.13
,FV R 11744,02/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11744,02/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"15,500.00","31,000.00","14,245.34","28,490.68","2,509.32",0.08
,FV R 11744,02/06/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"8,403.36","8,403.36","7,325.00","7,325.00","1,078.36",0.13
,FV R 11781,03/06/2020,Cliente General,10015355 KIT GUIAS CADENILLA,1.00,"11,344.54","11,344.54","8,105.75","8,105.75","3,238.78",0.29
,FV R 11781,03/06/2020,Cliente General,10029188 ESPEJO DERECHO GRIS_TUERCA,1.00,"32,773.11","32,773.11",0.00,0.00,"32,773.11",1.00
,FV R 11781,03/06/2020,Cliente General,10040541 CAPUCHON BUJIA,1.00,"7,142.86","7,142.86","5,819.46","5,819.46","1,323.40",0.19
,FV R 11781,03/06/2020,Cliente General,11017026 LEVA FRENO,1.00,"10,882.35","10,882.35","18,147.00","18,147.00","-7,264.65",-0.67
,FV R 11781,03/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"18,000.00","36,000.00","14,245.34","28,490.68","7,509.32",0.21
,FV R 11781,03/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,4.00,"15,500.00","62,000.00","14,245.34","56,981.37","5,018.63",0.08
,FV R 11782,04/06/2020,Cliente General,0267011714 110/80-17 ZOOM XL TL RR CEAT,1.00,"116,386.55","116,386.55","65,652.81","65,652.81","50,733.74",0.44
,FV R 11782,04/06/2020,Cliente General,10040566 FILTRO ACEITE,1.00,"5,042.02","5,042.02","3,259.25","3,259.25","1,782.76",0.35
,FV R 11782,04/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11782,04/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,13.00,"17,000.00","221,000.00","14,245.34","185,189.45","35,810.55",0.16
,FV R 11782,04/06/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"8,403.36","8,403.36","7,325.00","7,325.00","1,078.36",0.13
,FV R 11729,04/06/2020,Cliente General,21000391 CASCO ABATIBLE NEGRO XL,1.00,"106,722.69","106,722.69","70,050.00","70,050.00","36,672.69",0.34
,FV R 11783,05/06/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"12,184.87","12,184.87","8,383.47","8,383.47","3,801.41",0.31
,FV R 11783,05/06/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"12,184.87","12,184.87","8,383.47","8,383.47","3,801.41",0.31
,FV R 11783,05/06/2020,Cliente General,10013001 SWITCH STOP,1.00,"11,176.47","11,176.47","8,345.57","8,345.57","2,830.90",0.25
,FV R 11783,05/06/2020,Cliente General,10015085 KIT RODAM BOLAS DIR_46 PCS,2.00,"15,126.05","30,252.10","1,315.23","2,630.45","27,621.65",0.91
,FV R 11783,05/06/2020,Cliente General,10040934 BUJIA,2.00,"9,453.78","18,907.56","7,271.33","14,542.67","4,364.90",0.23
,FV R 11753,05/06/2020,Cliente General,10041808 LEVA CLUTCH,1.00,"15,126.05","15,126.05","9,825.93","9,825.93","5,300.12",0.35
,FV R 11752,05/06/2020,Cliente General,10044393 TAPON CARCASA,1.00,"6,302.52","6,302.52","4,616.57","4,616.57","1,685.95",0.27
,FV R 11783,05/06/2020,Cliente General,10045719 BUJIA CHAMPION RER6YC,1.00,"23,067.23","23,067.23","16,139.78","16,139.78","6,927.44",0.30
,FV R 11748,05/06/2020,GRIMALDI ESTEBES BAUTISTA,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11749,05/06/2020,OVALLE NUÑEZ DIANIS MARIA,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11751,05/06/2020,JUAN PABLO SANCHEZ RODRIGUEZ,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"9,243.00","9,243.00",0.00,0.00,"9,243.00",1.00
,FV R 11783,05/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,4.00,"18,000.00","72,000.00","14,245.34","56,981.37","15,018.63",0.21
,FV R 11783,05/06/2020,Cliente General,7704919751659 BATERIA SUN BMF12V5_1A_GEL,1.00,"43,109.24","43,109.24","34,103.00","34,103.00","9,006.24",0.21
,FV R 11747,05/06/2020,DENIS ESCORCIA DAVILA,T005001 CAMBIO Y/O REPARACIÓN DISCOS DE CLUTCH,1.00,"16,806.00","16,806.00",0.00,0.00,"16,806.00",1.00
,FV R 11746,05/06/2020,RODRIGUEZ VARGAS JOELIS PATRICIA,T016001 CAMBIO LEVA FRENO Y/O CLUTCH,1.00,"4,201.00","4,201.00",0.00,0.00,"4,201.00",1.00
,FV R 11750,05/06/2020,IERSON DOMINGO JOSE GRANADOS SOLAEZ,T020052 REVISION SISTEMA ELECTRICO MEDIO TIEMPO,1.00,"4,201.00","4,201.00",0.00,0.00,"4,201.00",1.00
,FV R 11784,08/06/2020,Cliente General,10012579 RESORTE BANDA FRENO,2.00,840.34,"1,680.67",492.43,984.85,695.82,0.41
,FV R 11756,08/06/2020,Cliente General,10012590 BANDA FRENO TRAS CON ASBESTO,1.00,"11,764.71","11,764.71","9,532.33","9,532.33","2,232.38",0.19
,FV R 11784,08/06/2020,Cliente General,10012780 CADENILLA DISTRIBUCION,1.00,"15,168.07","15,168.07","12,219.72","12,219.72","2,948.35",0.19
,FV R 11784,08/06/2020,Cliente General,10012790 TORNILLO TAPA VOLANTE,1.00,840.34,840.34,989.83,989.83,-149.50,-0.18
,FV R 11784,08/06/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"12,184.87","12,184.87","8,383.47","8,383.47","3,801.41",0.31
,FV R 11784,08/06/2020,Cliente General,10015076 KIT GUIAS CADENILLA DIST,1.00,"15,966.39","15,966.39","12,850.39","12,850.39","3,116.00",0.20
,FV R 11784,08/06/2020,Cliente General,10015287 KIT BIELA BOXER- PLATINO,1.00,"38,718.49","38,718.49","29,315.95","29,315.95","9,402.54",0.24
,FV R 11754,08/06/2020,Cliente General,10015312 KIT EMPAQUES,1.00,"24,348.74","24,348.74","21,248.00","21,248.00","3,100.74",0.13
,FV R 11784,08/06/2020,Cliente General,10016108 RETEN VALVULA,2.00,"1,995.80","3,991.60","3,391.60","6,783.20","-2,791.60",-0.70
,FV R 11784,08/06/2020,Cliente General,10016641 RODAMIENTO BOLAS CIGUENAL 6304,2.00,"12,773.11","25,546.22","9,571.03","19,142.05","6,404.17",0.25
,FV R 11784,08/06/2020,Cliente General,10043407 AMORTIGUADOR TRAS.(NEGRO),2.00,"71,848.74","143,697.48","55,717.88","111,435.76","32,261.72",0.22
,FV R 11784,08/06/2020,Cliente General,10044770 SWITCH ENCENDIDO,1.00,"47,899.16","47,899.16","47,720.00","47,720.00",179.16,0.00
,FV R 11755,08/06/2020,Cliente General,10044868 CABLE CLUCTH,1.00,"15,966.39","15,966.39","12,941.88","12,941.88","3,024.51",0.19
,FV R 11784,08/06/2020,Cliente General,10044932 EMPAQUE TAPA CULATA,1.00,"8,403.36","8,403.36","8,604.00","8,604.00",-200.64,-0.02
,FV R 11756,08/06/2020,Cliente General,"10046018 PASTA FRENO DELANTERO SIN ASBESTO
REF. JW131807-10",1.00,"13,865.55","13,865.55","10,166.89","10,166.89","3,698.66",0.27
,FV R 11754,08/06/2020,Cliente General,10046938 KIT ARRASTRE 15_43T: 428H_130_4H,1.00,"29,537.82","29,537.82","22,089.00","22,089.00","7,448.82",0.25
,FV R 11784,08/06/2020,Cliente General,11025524 ELEMENTRO FILTRO AIRE,1.00,"30,672.27","30,672.27","21,441.26","21,441.26","9,231.01",0.30
,FV R 11756,08/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"18,000.00","36,000.00","14,245.34","28,490.68","7,509.32",0.21
,FV R 11784,08/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11784,08/06/2020,Cliente General,DU101278 EJE CAJA,1.00,"107,462.18","107,462.18",0.00,0.00,"107,462.18",1.00
,FV R 11785,09/06/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,1.00,"75,630.25","75,630.25","54,340.00","54,340.00","21,290.25",0.28
,FV R 11785,09/06/2020,Cliente General,10015172 KIT VALVULAS,1.00,"31,092.44","31,092.44","27,449.50","27,449.50","3,642.94",0.12
,FV R 11785,09/06/2020,Cliente General,10015388 BAJ KIT CUNAS DIRECCION,1.00,"32,521.01","32,521.01","25,718.00","25,718.00","6,803.01",0.21
,FV R 11785,09/06/2020,Cliente General,10040485 PIÑON DEL.13T,1.00,"18,907.56","18,907.56",0.00,0.00,"18,907.56",1.00
,FV R 11785,09/06/2020,Cliente General,10040934 BUJIA,1.00,"10,504.20","10,504.20","7,271.33","7,271.33","3,232.87",0.31
,FV R 11785,09/06/2020,Cliente General,10041644 PASTAS FRENO DELANTERA,1.00,"10,924.37","10,924.37","8,850.00","8,850.00","2,074.37",0.19
,FV R 11785,09/06/2020,Cliente General,10044397 EMPAQUE CARCASA CLUTCH,1.00,"5,882.35","5,882.35","3,266.01","3,266.01","2,616.34",0.44
,FV R 11785,09/06/2020,Cliente General,10045596 CABLE ACELERADOR,1.00,"22,689.08","22,689.08","17,097.24","17,097.24","5,591.84",0.25
,FV R 11785,09/06/2020,Cliente General,20003351 RODAMIENTO BOLAS 6200-2RS1/C3,1.00,"6,302.52","6,302.52","5,379.00","5,379.00",923.52,0.15
,FV R 11785,09/06/2020,Cliente General,20008861 BAJAJ OIL DTS 20W50,1.00,"28,000.00","28,000.00","22,848.00","22,848.00","5,152.00",0.18
,FV R 11785,09/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11759,10/06/2020,Cliente General,10015084 BAJ KIT CUNAS DIRECCION,1.00,"17,394.96","17,394.96","15,511.00","15,511.00","1,883.96",0.11
,FV R 11759,10/06/2020,Cliente General,10015085 KIT RODAM BOLAS DIR_46 PCS,1.00,"1,512.61","1,512.61","1,315.23","1,315.23",197.38,0.13
,FV R 11786,10/06/2020,Cliente General,10015162 KIT EMPAQUES,1.00,"31,932.77","31,932.77","22,582.40","22,582.40","9,350.37",0.29
,FV R 11786,10/06/2020,Cliente General,10015355 KIT GUIAS CADENILLA,1.00,"11,974.79","11,974.79","8,105.75","8,105.75","3,869.04",0.32
,FV R 11786,10/06/2020,Cliente General,10040934 BUJIA,1.00,"10,084.03","10,084.03","7,271.33","7,271.33","2,812.70",0.28
,FV R 11759,10/06/2020,Cliente General,10041327 AGUJA PASO GASOL,1.00,"26,470.59","26,470.59","20,663.33","20,663.33","5,807.25",0.22
,FV R 11786,10/06/2020,Cliente General,10041556 CILINDRO COMPLETO,1.00,"174,705.88","174,705.88","144,380.33","144,380.33","30,325.55",0.17
,FV R 11759,10/06/2020,Cliente General,10041644 PASTAS FRENO DELANTERA,1.00,"9,831.93","9,831.93","8,850.00","8,850.00",981.93,0.10
,FV R 11759,10/06/2020,Cliente General,10041781 KIT EMPAQUETADURA BOMBA FRENO,1.00,"29,495.80","29,495.80","8,812.20","8,812.20","20,683.60",0.70
,FV R 11786,10/06/2020,Cliente General,10042051 AGUJA FLOTA CARBURADOR,1.00,"27,605.04","27,605.04","21,604.00","21,604.00","6,001.04",0.22
,FV R 11759,10/06/2020,Cliente General,10042275 RETEN TELESC,2.00,"6,806.72","13,613.45","5,300.83","10,601.66","3,011.78",0.22
,FV R 11786,10/06/2020,Cliente General,10042695 CADENILLA DIST 24X94L,1.00,"14,369.75","14,369.75","9,367.96","9,367.96","5,001.78",0.35
,FV R 11759,10/06/2020,Cliente General,10044931 EMPAQUE CULATA,1.00,"10,588.24","10,588.24","7,624.32","7,624.32","2,963.91",0.28
,FV R 11759,10/06/2020,Cliente General,10044941 EMPAQUE CILINDRO,1.00,"1,890.76","1,890.76","1,317.73","1,317.73",573.03,0.30
,FV R 11761,10/06/2020,Cliente General,10052263 BALANCEADOR COMPLETO,1.00,"167,899.16","167,899.16","133,960.00","133,960.00","33,939.16",0.20
,FV R 11760,10/06/2020,Cliente General,11004754 DISCO FRENO TRASERO,1.00,"136,974.79","136,974.79","98,294.00","98,294.00","38,680.79",0.28
,FV R 11786,10/06/2020,Cliente General,11017113 LEVA FRENO TRAS,1.00,"6,386.55","6,386.55","17,706.00","17,706.00","-11,319.45",-1.77
,FV R 11759,10/06/2020,Cliente General,20000221 LIQ FRENOS DOT 4 120CC X12,1.00,"3,781.51","3,781.51","2,956.97","2,956.97",824.54,0.22
,FV R 11786,10/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11786,10/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,2.00,"15,500.00","31,000.00","14,245.34","28,490.68","2,509.32",0.08
,FV R 11787,11/06/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,1.00,"75,630.25","75,630.25","54,340.00","54,340.00","21,290.25",0.28
,FV R 11787,11/06/2020,Cliente General,0267011719 300-17 6L LLANTA SECURA M86 TT,1.00,"78,991.60","78,991.60","54,340.00","54,340.00","24,651.60",0.31
,FV R 11787,11/06/2020,Cliente General,20001835 CASCO ABATIBLE NEGRO L,1.00,"84,033.61","84,033.61","69,890.82","69,890.82","14,142.80",0.17
,FV R 11787,11/06/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"18,000.00","18,000.00","14,245.34","14,245.34","3,754.66",0.21
,FV R 11787,11/06/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,2.00,"23,529.41","47,058.82","7,325.00","14,650.00","32,408.82",0.69
,FV R 11788,12/06/2020,Cliente General,0239110003 BATERIA AGM YTX5L-BS GRIZZLY POWER MAX,1.00,"52,184.87","52,184.87","36,655.20","36,655.20","15,529.67",0.30
,FV R 11788,12/06/2020,Cliente General,10012909 CAUCHO CAMPANA,5.00,"3,256.30","16,281.51","2,675.80","13,379.01","2,902.50",0.18
,FV R 11788,12/06/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"11,575.63","11,575.63","8,383.47","8,383.47","3,192.16",0.28
,FV R 11788,12/06/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,2.00,"12,184.87","24,369.75","8,383.47","16,766.93","7,602.82",0.31
,FV R 11788,12/06/2020,Cliente General,10015081 KIT VALVULAS,1.00,"35,126.05","35,126.05","26,355.70","26,355.70","8,770.35",0.25
,FV R 11788,12/06/2020,Cliente General,10015127 ANILLOS STD,1.00,"21,554.62","21,554.62","15,860.98","15,860.98","5,693.64",0.26
